name,agu,district,code
"CARDINAL HSS,THRIKKAKKARA,ERNAKULAM",A,7,7046
"ST PHILOMINA'S HSS,KOONAMAVU,ERNAKULAM",A,7,7047
"NSS BHSS,MANICKAMANGALAM,ERNAKULAM",A,7,7048
"ST THOMAS'S HSS,KEEZHILLAM,ERNAKULAM",A,7,7049
"ST AUGUSTINE'S HSS,KALLOORKKAD,ERNAKULAM",A,7,7050
"ST MARY'S HSS,ARAKKUZHA,ERNAKULAM",A,7,7051
"FR JOSEPH'S HSS, PUTHUPPADI, ERNAKULAM",A,7,7052
"SNDP HSS,MUVATTUPUZHA,ERNAKULAM",A,7,7053
"TT HSS,KAVUMKARA,ERNAKULAM",A,7,7054
"ST GEORGE HSS,KOTHAMANGALAM,ERNAKULAM",A,7,7055
"ST STEPHEN'S HSS,KEERAMPARA,ERNAKULAM",A,7,7056
"MAR BASIL HSS,KOTHAMANGALAM,ERNAKULAM",A,7,7057
"NSS HSS,VARAPPEETTY,ERNAKULAM",A,7,7058
"ST IGNATIUS HSS,KANJIRAMATTOM,ERNAKULAM",A,7,7059
"ST MARY'S HSS,THALAKKODE,ERNAKULAM",A,7,7060
"MGM HSS,KURUPPUMPADI,ERNAKULAM",A,7,7061
"ST ALBERTS HSS,ERNAKULAM",A,7,7062
"SACRED HEART HSS,THEVARA,ERNAKULAM",A,7,7063
"SN HSS,OKKAL,ERNAKULAM",A,7,7064
"SN HSS,TRIKKANARVATTOM,ERNAKULAM",A,7,7065
"SNVSKT HSS, N PARVUR, ERNAKULAM",A,7,7066
"ST PETER'S HSS,KUMBALANGI,ERNAKULAM",A,7,7067
"KPM HSS,POOTHOTTA,ERNAKULAM",A,7,7068
"ST THERESAS CGHSS,ERNAKULAM",A,7,7069
"ST SEBASTIANS HSS,PALLURUTHY,ERNAKULAM",A,7,7070
"DARUL ULOOM HSS,PULLAPPADI,ERNAKULAM",A,7,7071
"ST FRANCIS GIRLS HSS,ALUVA,ERNAKULAM",A,7,7072
"ST MARY'S GHSS,ERNAKULAM",A,7,7073
"ST ANTONY'S HSS,KACHERIPPADI,ERNAKULAM",A,7,7074
"ST PETERES HSS,ELANJI,ERNAKULAM",A,7,7075
"MAR COORLOSE MHSS,PATTIMATTOM,ERNAKULAM",A,7,7076
"ST JOHN'S HSS, VADAKARA, ERNAKULAM",A,7,7077
"ASRAMAM HSS,PERUMBAVOOR,ERNAKULAM",A,7,7078
"ST AUGUSTINES CG HSS,KOTHAMANGALAM,ERNAKULAM",A,7,7079
"MAR KAUMA HSS,VENGOOR,ERNAKULAM",A,7,7080
"RAJARSHI MEMORIAL HSS,VADEVUCODE,ERNAKULAM",A,7,7081
"SN HSS,N PARAVOOR,ERNAKULAM",A,7,7082
"HMYS HSS, KOTTUVALIKAD, ERNAKULAM",A,7,7083
"NSS HSS,PARAKADAVU,ERNAKULAM",A,7,7084
"SNDP HSS,ALUVA,ERNAKULAM",A,7,7085
"ST THOMAS HSS,MALAYATTOOR,ERNAKULAM",A,7,7086
"BRAHMANANDODAYA HSS,KALADI,ERNAKULAM",A,7,7087
"HOLY GHOST GIRLS HSS,THOTTAKKATTUKARA,",A,7,7088
"ST PETER'S HSS,KOLENCHERY,ERNAKULAM",A,7,7089
"ST AUGUSTINE'S  GHSS,MOOVATTUPUZHA,ERNAKULAM",A,7,7090
"MKM HSS,PIRAVAM,ERNAKULAM",A,7,7091
"HIDAYALTHUL ISLAM HSS,EDAVANKKAD,ERNAKULAM",A,7,7092
"SANTHA CRUZ HSS,FORT KOCHI,ERNAKULAM",A,7,7093
"VALAYANCHIRANGARA HSS, VALAYANCHIRANGARA",A,7,7094
"THANDEKKADU JAMA ATH HSS, MUDICKAL ERNAKULAM",A,7,7095
"ST JOSEPH'S HSS,PAINGOTTOOR,ERNAKULAM",A,7,7096
"KAVALANGAD JHSS, KOTHAMANGALAM, ERNAKULAM",A,7,7097
"MODEL TECHNICAL HSS,KALOOR,ERNAKULAM",T,7,7098
"MODEL TECHNICAL HSS, CHENGAMANAD, ERNAKULAM",T,7,7099
"GOVT. HSS PAMPAKUDA, ERANAKULAM",G,7,7100
ST. JOSEPH'S HSS TRIKKAKARA,U,7,7101
RAJAGIRI HSS KALAMASSERY,U,7,7102
ST.JOSEPH'S CG HSS THRUPPUNITHURA,U,7,7103
HM TRUST HSS RANDARKARA,U,7,7104
"NIRMALA EM HSS, MUVATTUPUZHA,",U,7,7105
NIRMALA EM HSS ALUVA,U,7,7106
"MARY MATHA EM HSS, THRIKKAKARA",U,7,7107
"PANANGAD HSS, PANANGAD, KOCHI",U,7,7108
"SDPY GHSS, PALLURUTHY",U,7,7109
"LMC HSS, PACHALAM, ERNAKULAM",U,7,7110
"MA HSS, KODANADU, PERUMBAVOOR",U,7,7111
"O.L.C.GHSS, PALLURUTHY",U,7,7112
"NIV HSS, MARAPPALLY, ALUVA",U,7,7113
"ST. JOSEPH'S HSS, CHENGAL, KALADY",U,7,7114
"SNDP HSS, NEELESWARAM, KALADY",U,7,7115
"ST. JUDE EM HSS, KARNAKODAM",U,7,7116
"STAR JESUS HSS, KARUKUTTY",U,7,7117
ST. JOSEPH'S HSS PIRAVAM,U,7,7118
"HILL VALLEY HSS, THRIKKAKARA",U,7,7119
"CHRISTAVA MAHILALAYAM HSS, ALUVA, THOTTUMUGHAM",U,7,7120
"KMEA ALMANAR HSS, EDATHALA",U,7,7121
"ST. ANNE'S HSS, ELOOR",U,7,7122
"MAM HSS, PUTHEN CRUZ",U,7,7123
"ISLAMIC HSS, ALUVA",U,7,7124
"ST. JOSEPH'S HSS, KOONAMAVU",U,7,7125
"ANITA VIDYALAYA HSS, TANNIPUZHA, OKKAL",U,7,7126
"ASIA BAI HSS, MATTANCHERY",U,7,7127
"LOBELIA, HSS, NAYARAMBALAM, NEC, CLUBBED TO 07004",U,7,7128
"HAIL MARY EM HSS, PERUMPALLY",U,7,7129
"FATIMA MATHA HSS, PIRAVOM",U,7,7130
"GUARDIAN ANGEL  HSS, MANJUMMEL, UDYOGAMANDAL, ALUV",U,7,7131
"BAPUJI EM HSS, KOOTHATTUKULAM",U,7,7132
"GUARDIAN ANGEL EM HSS, MANNOOR, KEEZHILLAM",U,7,7133
"TD HSS, MATTANCHERY",U,7,7134
"BV HSS, NAYARAMBALAM, ERANAKULAM",U,7,7135
"ST. SEBASTIAN'S HSS, ANICADU, AVOLY",U,7,7136
"SANTA CRUZ HSS, OCHENTHURUTH",U,7,7137
"INFANT JESUS HSS, VAZHAKULAM, MUVATTUPUZHA",U,7,7138
"RAGHAVA PANICKAR MHSS, KUMBALAM",U,7,7139
"GUJARATHY VIDYALAYA HSS, MATTANCHERRY",U,7,7140
"MTM HSS, PAMPAKUDA, ERNAKULAM",A,7,7141
TECHNICAL HSS.ALUVA,T,7,7142
"GOVT. VHSS, KADAMKUDY, ERNAKULAM",G,7,7143
"GOVT. VHSS, NJARAKKAL, ERNAKULAM",G,7,7144
"GOVT. HSS, VENNALA, ERNAKULAM",G,7,7145
"GOVT. HSS, CENTRAL KALAVATHY, KOCHI, ERNAKULAM",G,7,7146
"GOVT. HSS, CHOWARA, ERNAKULAM",G,7,7147
"GOVT. HSS, EZHIPURAM SOUTH, ERNAKULAM",G,7,7148
"GOVT. VHSS, PALLARIMANGALAM, ERNAKULAM",G,7,7149
"GOVT. GIRLS HSS, PERUMBAVOOR, ERNAKULAM",G,7,7150
"GOVT. HSS, EDAPPALLY NORTH, ERNAKULAM",G,7,7151
"GOVT. HSS, MAMALASSERY, ERNAKULAM",G,7,7152
"GOVT. HSS, MANNANTHOOR, THIRUMARADI, ERNAKULAM",G,7,7153
"GOVT. HSS, PEZHAKKAPPALLY, PAYIPPARA, ERNAKULAM",G,7,7154
"GOVT. HSS, MUPPATHADAM, ERNAKULAM",G,7,7155
"GOVT. HSS, METHALAKALLIL, ASWAMANNOOR, ERNAKULAM",G,7,7156
"GOVT. VHSS, CHOTTANIKKARA, ERNAKULAM",G,7,7157
"GOVT. HSS, ELOOR, ALUVA, ERNAKULAM",G,7,7158
"GOVT. HSS, PIRAVOM, ERNAKULAM",G,7,7159
"GOVT. HSS, PAZHAMTHOTTAM, ERNAKULAM",G,7,7160
"GHSS, OOORAMANA, ERNAKULAM",G,7,7161
"GOVT. HSS, VAZHAKULAM, ERNAKULAM",G,7,7162
"GOVT. HSS, CHERANALLOOR, PERUMBAVOOR, ERNAKULAM",G,7,7163
"GOVT. HSS, EZHIKKARA, NORTH PARAVUR, ERNAKULAM",G,7,7164
"GOVT. HSS, PUTHIYAKAVU, ERNAKULAM",G,7,7165
"GOVT. HSS, MANEEDU, ERNAKULAM",G,7,7166
"GOVT. GIRLS HSS, THRIPPUNITHURA, ERNAKULAM",G,7,7167
"GOVT. MODEL HSS, MUVATTUPUZHA, ERNAKULAM",G,7,7168
"THE ALUVA SETTLEMENT HSS, ALUVA,ERNAKULAM",U,7,7169
"ACSEM HSS KALOOR, KOCHI,ERNAKULAM",U,7,7170
"VIDHYADHIRAJA VIDHYABHAVAN HSS,ALUVA, ERNAKULAM",U,7,7171
"ST.MARY'S ANGLO INDIAN GIRLS HSS,FORT COCHIN, ERNA",U,7,7172
"M.P.M.E.M.HSS,THAMMANAM,ERNAKULAM",U,7,7173
"VIMALA MATHA HSS, KADALIKKADU, ERNAKULAM",U,7,7174
"BHAGAVATHI VILASOM HSS, NAYARAMBALAM, ERNAKULAM",U,7,7175
"DE-PAUL EM HSS, ANGAMALY, ERNAKULAM",U,7,7176
"ST. JOSEPH'S HSS, KIDANGOOR, ERNAKULAM",U,7,7177
"AL FAROOKHIYA HSS, CHERANELLUR, ERNAKULAM",U,7,7178
"EBENEZER HSS, VETTOOR, NELLAD.P.O, ERNAKULAM",U,7,7179
"MODEL RESIDENTIAL SCHOOL, KEEZHMADU , ERNAKULAM",G,7,7180
"GOVT SMT HSS,CHELAKKARA,THRISSUR",G,8,8001
"GOVT HSS,CHERPU,THRISSUR",G,8,8002
"GOVT MODEL GHSS, IRINJALAKKUDA, THRISSUR",G,8,8003
"PROF. JOSEPH MUNDASSERY SMARAKA GOVT HSS, KANDASSANKADAVU, THRISSUR",G,8,8004
"GOVT HSS,KODAKARA,THRISSUR",G,8,8005
"GOVT HSS,KODUNGALLUR,THRISSUR",G,8,8006
"GOVT HSS,MACHAD,THRISSUR",G,8,8007
"KERALA VARMA MEMORIAL GHSS, ERIYAD, KODUNGALLOOR, THRISSUR",G,8,8008
"GOVT FISHERIES HSS,NATTIKA,THRISSUR",G,8,8009
"GOVT HSS,PEECHI,THRISSUR",G,8,8010
"GOVT HSS, PERINGOTTUKARA, THRISSUR",G,8,8011
"GOVT MODEL HSS FOR BOYS, THRISSUR",G,8,8012
"GOVT HSS,VETTILAPPARA,THRISSUR",G,8,8013
"GOVT HSS,CHERUTHURUTHY,THRISSUR",G,8,8015
"MODEL BOYS VHSS,KUNNAMKULAM,THRISSUR",G,8,8016
"GOVT HSS,PATTIKKADU,THRISSUR",G,8,8017
"GOVT MODEL BOYS HSS,CHALAKKUDI,THRISSUR",G,8,8018
"GOVT MODEL BOYS HSS,IRINJALAKKUDA,THRISSUR",G,8,8019
"GOVT HSS, VILLADOM, THRISSUR",G,8,8020
"GOVT. MODEL BOY'S HSS, VADAKKANCHERY, THRISSUR",G,8,8021
"GOVT HSS,CHAVAKKAD,THRISSUR",G,8,8022
"GOVT MHSS,NADAVARAMBU,THRISSUR",G,8,8023
"GOVT GIRL'S HSS, KODUNGALLUR, THRISSUR",G,8,8024
"GOVT HSS,IRANIKKULAM,THRISSUR",G,8,8025
"GOVT HSS,CHAIPANKUZHI,THRISSUR",G,8,8026
"GOVT HSS,KARUPADANNA,THRISSUR",G,8,8027
"GOVT HSS,NANDIKARA,THRISSUR",G,8,8028
"GOVT SAMITHY HSS, MELADOOR, MALA, THRISSUR",G,8,8029
"GOVT HSS,EDAVILANGU,THRISSUR",G,8,8030
"GOVT NALANDA HSS,KIZHUPPILAKKARA,THRISSUR",G,8,8031
"GOVT HSS,MANALOOR,THRISSUR",G,8,8032
"GOVT HSS,KATTILAPOOVAM,THRISUR",G,8,8033
"GOVT HSS, AYYANTHOLE, THRISSUR",G,8,8034
"GOVT. RSR VHSS, VELUR, THRISSUR",G,8,8035
"GOVT HSS,KOCHANNUR,THRISSUR",G,8,8036
"GOVT HSS,MULLASSERY,THRISSUR",G,8,8037
"GVHSS,THALIKKULAM,THRISSUR",G,8,8038
"GOVT HSS,ERUMAPETTY,THRISSUR",G,8,8039
"GOVT HSS,VARAVOOR,THRISSUR",G,8,8040
"GOVT HSS,PAZHAYANNOOR,THRISSUR",G,8,8041
"GOVT MODEL GIRLS HSS,KUNNAMKULAM,THRISSUR",G,8,8042
"SEETHI SAHIB MV HSS,EDAKKAZHIYOOR,THRISSUR",A,8,8043
"UNION HSS,MAMBRA,THRISSUR",A,8,8044
"SN HSS,IRINJALAKKUDA,THRISSUR",A,8,8045
"AKM HSS,POOCHATTY,THRISSUR",A,8,8046
"SANTHA HSS, AVANOOR, THRISSUR",A,8,8047
"VIVEKODAYAM BHSS,THRISSUR",A,8,8048
"NHSS, IRINJALAKKUDA, THRISSUR",A,8,8049
"ST ANTONY'S HSS,AMMADAM,THRISSUR",A,8,8050
"SH CONVENT GHSS,CHALAKKUDY,THRISSUR",A,8,8051
"ST CLARESC GHSS, THRISSUR",A,8,8052
"SNDP HSS, PALISSERY, THRISSUR",A,8,8053
"RM HSS,ALOOR,THRISSUR",A,8,8054
"CHALDEAN SYRIAN HSS,THRISSUR",A,8,8055
"MASM VHSS,VENMANAD,THRISSUR",A,8,8056
"ST ANTONY'S HSS,MALA,THRISSUR",A,8,8057
"SREE KRISHNA HSS, GURUVAYOOR, THRISSUR",A,8,8058
"SACRED HEART CONVENT GHSS,THRISSUR",A,8,8059
"SRKGVM HSS,PURANATTUKARA,THRISSUR",A,8,8060
"VPM SNDP HSS,KAZHIMBRAM,THRISSUR",A,8,8061
"ST ANTONY'S HSS,PUDUCAUD,THRISSUR",A,8,8062
"HSS, PANANGAD, MATHILAKAM, THRISSUR",A,8,8063
"ST MARY'S GHSS, KUZHIKKATTUSSERY, THRISSUR",A,8,8064
"SOCCORSO  HSS, MALA, THRISSUR",A,8,8065
"ST SEBASTIANS HSS,KUTTIKKAD,THRISSUR",A,8,8066
"ST MARY'S HSS, IRINJALAKKUADA, THRISSUR",A,8,8067
"HDPS HSS, EDATHIRINJI, THRISSUR",A,8,8068
"LBSM HSS, AVITTATHUR, THRISSUR",A,8,8069
"CMS HSS,THRISSUR",A,8,8070
"ST JOSEPH'S CG HSS,THRISSUR",A,8,8071
"ST RAPHEL'S CGHSS, OLLUR, THRISSUR",A,8,8072
"CJMA HSS,VARANTHARAPALLI,THRISSUR",A,8,8073
"SREE SARADA GHS,PURANATTUKARA,THRISSUR",A,8,8074
"ST ALOYSIUS HSS, ELTHURUTH, THRISSUR",A,8,8075
"ST THOMAS COLLEGE HSS,THRISSUR",A,8,8076
"ST THOMAS HSS, THOPE, THRISSUR",A,8,8077
"ST JOSEPH'S HSS,PAVARATTY,THRISSUR",A,8,8078
"NHSS,ENGANDIYOOR,TRISSUR",A,8,8079
"LITTLE FLOWER CGHSS,GURUVAYOOR,THRISSUR",A,8,8080
"ST FRANCIS BHS,MATTOM,THRISSUR",A,8,8081
"NSS VHSS,MUNDATHICODE,THRISSUR",A,8,8082
"AI HSS, PADOOR,THRISSUR",A,8,8083
"SN TRUST HSS, NATTIKA,THRISUR",A,8,8084
"I.C.A.E. HSS, VADAKKEKAD, THRISSUR",U,8,8085
"BETHANY ST. JOHNS HSS, KUNNAMKULAM, THRISSUR",U,8,8086
"NSS EM HSS, WEST FORT, THRISSUR",U,8,8087
"VIVEKODAYAM GHSS, THRISSUR",U,8,8088
"PERPECTUAL SUCCESS HSS, THUMMUDIKUNNU, THRISSUR",U,8,8089
"KAMALA NEHRU MVHSS, VATANAPALLY, THRITHALLOOR, THRISSUR",U,8,8090
"DON BOSCO HSS, MULLAKKARA, MANNUTHY, THRISSUR",U,8,8091
"FOCUS ISLAMIC EM HSS, THOTTAPPU, THRISSUR",U,8,8092
"DE- PAUL EM HSS, CHOONDAL, THRISSUR",U,8,8093
"ST. JOSEPH'S MHSS, KURIACHIRA, THRISSUR",U,8,8094
"ST. PAULS CONVENT EHSS KURIACHIRA, THRISSUR",U,8,8095
"LITTLE FLOWER CONVENT HSS, KORATTY, THRISSUR",U,8,8096
"VIMALA HSS, VELLIKKULANGARA, THRISSUR",U,8,8097
"CARMEL HSS, CHALAKKUDI, THRISSUR",U,8,8098
"BETHANY CONVENT GHSS, KUNNAMKULAM, THRISSUR",U,8,8099
"DEEPTHI HSS, THALORE, THRISSUR",U,8,8100
"JPE HSS, KOORKKENCHERY, NON EXAM CENTRE, CLUBBED TO 08012, THRISSUR",U,8,8101
"CNN HSS, CHERPPU, THRISSUR",U,8,8102
"LITTLE FLOWER CONVENT HSS, IRINGALAKKUDA, THRISSUR",U,8,8103
"ST.JOSEPH'S EMHSS, ERAVU, ARIMPUR, THRISSUR",U,8,8104
"ST. JOSEPH'S EM HSS ALOOR, KALLETTINKARA, THRISSUR",U,8,8105
"HOLY CHILD CONVENT EMHSS, SNEHA GIRI, MALA, THRISSUR",U,8,8106
"SN GHSS, KANIMANGALAM, THRISSUR",U,8,8107
"CHENTRAPPINI HSS, CHENTRAPPINNI, THRISSUR",U,8,8108
"RAHMATH EM HSS, THOZHIYOOR, THRISSUR",U,8,8109
"DON BOSCO HSS, IRINJALAKKUDA., THRISSUR",U,8,8110
"MALIK DINAR HSS, DESAMANGALAM, THRISSUR",U,8,8111
"TMV HSS, PERUMPILAVU, THRISSUR",U,8,8112
"HOLY ANGEL'S HSS, OLLUR, THRISSUR",U,8,8113
"SWAMI BHODHANANDA HSS, KURUMPILAVU P.O., CHIRAKKAL, THRISSUR DT.",U,8,8114
"S.N GUPTA SAMAJAM HSS, KARAMUKKU, KANDASSAMKADAVU, THRISSUR",U,8,8115
"GANDHISMARAKA HSS, ASHTAMICHIRA, THRISSUR",U,8,8116
"TECHNICAL HSS, CHETTUVA, KUNDALIYUR, THRISSUR",T,8,8117
"TECHNICAL HSS, VARADIAM, THRISSUR",T,8,8118
"GOVT. HSS, MANATHALA, THRISSUR",G,8,8119
"KADAPPURAM GOVT. HSS, CHAVAKKAD, THRISSUR",G,8,8120
"GOVT. FISHERIES HSS, KAIPAMANGALAM, THRISSUR",G,8,8121
"GOVT. MAPPILA HSS, CHAMAKKALA, THRISSUR",G,8,8122
"GOVT. HSS, THANNYAM, THRISSUR",G,8,8123
"GOVT. CMHSS, KUTTOOR, THRISSUR",G,8,8124
"GOVT. HSS, KATTOOR, IRINJALAKUDA, THRISSUR",G,8,8125
"MARMHSS, SANTHIPURAM, THRISSUR",G,8,8126
"GOVT. HSS, MUPPILIYAM, THRISSUR",G,8,8127
"GOVT. HSS, ANCHERY, OLLUR, THRISSUR",G,8,8128
"GOVT. HSS, VADANAPPALLY, THRISSUR",G,8,8129
"GOVT. HSS, VALAPPAD, THRISSUR",G,8,8130
"GOVT. VHSS, PUTHENCHIRA, THRISSUR",G,8,8131
"GOVT. HSS, KADIKKAD, PUNNAYOORKULAM PANCHAYAT, THR",G,8,8132
"GOVT. HSS, KADAVALLUR, THRISSUR",G,8,8133
"PANJAL GOVT. HSS, PANJAL, THRISSUR",G,8,8134
"GOVT. HSS, CHEMBUCHIRA, THRISSUR",G,8,8136
"GOVT. MODEL HSS FOR GIRLS, THRISSUR TOWN, THRISSUR",G,8,8137
"GOVT. HSS, POOKUNNAM, THRISSUR",G,8,8138
"MES HSS, SREEMARAMAPURAM, THRISSUR",A,8,8139
"HOLY FAMILY CONVENT GIRLS HSS, CHEMPUKAVU, THRISSU",U,8,8140
"ST. ANNE'S GIRLS HSS, EDATHURUTHY, THRISSUR",U,8,8141
"VIDYAJYOTHI EM PUBLIC HSS,  MATHILAKOM, THRISSUR",U,8,8142
"VIDHYA JYOTHI HSS, MATHILAKOM, THRISSUR",U,8,8143
"FOCUS ISLAMIC HSS, KADAPPURAM, THRISSUR",U,8,8144
"VIMALA HSS, VELLIKULANGARA, THRISSUR",U,8,8145
"POOMALA HSS, MULANKUNNATHKAVU, CHETTUPARA, THRISSUR",U,8,8146
"RM VHSS, PERINJANAM, THRISSUR",U,8,8147
"CONCORD ENGLISH HSS, CHIRAMANENGAD, THRISSUR",U,8,8148
"GURUSREE HSS, PULLUT, CHAPPRA JN, THRISSUR",U,8,8149
"ST. THOMAS HSS, ENGANDIYUR, THRISSUR",G,8,8150
"GOVT.HIGH SCHOOL, MARATHEMCODE, THRISSUR, SUB CENTRE OF 08016",G,8,8151
"MODEL RESIDENTIAL SCHOOL, CHALKKUDY,  TRISSUR",G,8,8152
"GOVT HSS,  CHALISSERY,  PALAKKAD",G,9,9001
"GOVT BHSS , CHITTUR,  PALAKKAD",G,9,9002
"GOVT HSS , EDATHANATTUKARA, PALAKKAD",G,9,9003
"GOVT HSS KIZHKKENCHERRY, PALAKKAD",G,9,9004
"GOVT HSS, KODUVAYUR, PALAKKAD",G,9,9005
"GOVT HSS KOTTAYI, PALAKKAD",G,9,9006
"GOVT JANATHA HSS, NADUVATTOM, PALAKKAD",G,9,9007
"PMG MHSS, PALAKKAD",G,9,9008
"GMM GOVT HSS , PALAKKAD, PALAKKD",G,9,9009
"GOVT ORIENTAL HSS , PATTAMBI, PALAKKAD",G,9,9010
"MNKM GOVT HSS, PULAPATTA, PALAKKAD",G,9,9011
"GOVT HSS, VELLINAZHY, PALAKKAD",G,9,9012
"GOVT HSS MANKARA, PALAKKAD",G,9,9013
"GOVT HSS, CHATHANNUR, PALAKKAD",G,9,9014
"GOVT HSS, BIG BAZAAR, PALAKKAD",G,9,9015
"GOVT HSS , MUNNOORKODE, PALAKKAD",G,9,9016
"GOVT HSS, PATTAMBI, PALAKKAD",G,9,9017
"GOVT HSS , POTTASSERY, PALAKKAD",G,9,9018
"GOVT HSS, KANJIKODE, PALAKKAD",G,9,9019
"GOVT HSS, VATANAMKURISSI, PALAKKAD",G,9,9020
"GOVT HSS, KUMARANALLOOR, PALAKKAD",G,9,9021
"GOVT BOYS HSS, NEMMARA, PALAKKAD",G,9,9022
"GHSS, KOZHIPARA, PALAKKAD",G,9,9023
"GOVT. VICTORIA GHSS, CHITTOOR, PALAKKAD",G,9,9024
"GOVT HSS, MUTHALAMADA , PALAKKAD",G,9,9025
"GHSS, MEZHATHUR, PALAKKAD",G,9,9026
"GOVT. HSS, GANESHGIRI, SHORANUR, PALAKKAD",G,9,9027
"GHSS, PERINGOTTUKURISSI, PALAKKAD",G,9,9028
"GOVT AP HSS, ELAPPULLY, PALAKKAD",G,9,9029
"GHSS, KADAMBUR, PALAKKAD",G,9,9030
"PANCHAYAT HSS, PERUMATTY, PALAKKAD",A,9,9031
"GHSS, AGALY, PALAKKAD",G,9,9032
"GOVT. HSS, CHERPULASSERRY, PALAKKAD",G,9,9033
"GVHSS , PATHIRIPPALA, PALAKKAD",G,9,9034
"ASM HSS, ALATHUR, PALAKKAD",A,9,9035
"KKMHSS VANDITHAVALAM, PALAKKAD",A,9,9036
"C G HSS, VADAKKENCHERRY, PALAKKAD",A,9,9037
"P T M YATHIMKHANA HSS, EDAPPALAM, PALAKKAD",A,9,9038
"ST. THERESE  HSS SHORANUR, PALAKKAD",A,9,9039
"KANNADI HSS, KANNADI, PALAKKAD",A,9,9040
BRAHMANADASWAMI SIVAYOGI HSS KOLLENGODE,A,9,9041
"K C P HSS, KAVASSERRY, PALAKKAD",A,9,9042
"T.R.K.    HSS, VANIYAMKULAM, PALAKKAD",A,9,9043
"CHALAVARA HSS, CHALAVARA  .P.O., PALAKKAD",A,9,9044
"ST PAUL'S HSS, KOZHINJAMPARA, PALAKKAD",A,9,9045
"KALLADI HSS,  KUMARAMPATHOOR, PALAKKAD",A,9,9046
"L S N HSS, OTTAPPALAM, PALAKKAD",A,9,9047
"HSS, SREEKRISHNAPURAM, PALAKKAD",A,9,9048
"KARIMPUZHA HSS, THOTTARA, PALAKKAD",A,9,9049
"MNK M S HSS, CHITTILENCHERRY, PALAKKAD",A,9,9050
"HSS,  VALLAPPUZHA, PALAKKAD",A,9,9051
"B E M HSS.,PALAKKAD, PALAKKAD",A,9,9052
"PULIYANPARA MB HSS, KODUMTHIRAPPALLY, PALAKKAD",A,9,9053
"C B K M PANCHAYATH HSS PUTHUPARIYARAM, PALAKAKKAD",A,9,9054
"MES HSS, MANNARKKAD, PALAKKAD",A,9,9055
"KANIKKAMATHA CONVENT EM HSS, PALAKKAD",U,9,9056
"PARADUR HSS, KARIMBATHOOR, PATTAMBI",U,9,9057
"KTM HSS, MANNARCAD",U,9,9058
"ST. THOMAS GHSS, KALLEKULANGARA",U,9,9059
"ASSISSI EM HSS, KANJIKODE",U,9,9060
"BHARATH MATHA HSS, CHANDRANAGAR, PALAKKAD",U,9,9061
"BSS GURUKULAM HSS, ALATHUR",U,9,9062
"SDA HSS, KANIYAMPURAM",U,9,9063
"MUJAHIDEEN HSS, PARALI",U,9,9064
"GRACE HSS, KODUNTHIRAPPULLY, KODUNTHIRAPPULLY P.O.",U,9,9065
"RAILWAY HSS, OLVAKKODE",U,9,9066
"KALLADI ABDU HAJI HSS, KOTTAPPADAM, MANNARKAD",U,9,9067
"AROGYAMATHA HSS, KOTTATHARA",U,9,9068
"DARU JANA HSS, NELLIPPUZHA, MANNARKAD",U,9,9069
"VIJAYA MATHA CONVENT HSS, CHITTOOR",U,9,9070
"MET EM HSS, MANNARKADU",U,9,9071
"AL HUDA EM HSS, ONGALLOR",U,9,9072
"MES KTM EMHSS, VATTAMANNAPURAM, EDATHANATTUKARA, PALAKKAD",U,9,9073
"GOVT. HSS, KUMARAPURAM, PALAKKAD",G,9,9074
"GOVT. HSS, KARIMBA, PALAKKAD",G,9,9075
"GOVT. HSS, MALAMPUZHA, PALAKKAD",G,9,9076
"GOVT. TRIBAL HSS, SHOLLAYAR, MANNARKKAD, PALAKKAD",G,9,9077
"GOVT. HSS, ALANNALLOOR, PALAKKAD",G,9,9078
"BHAGAVATHI GOVT. HSS, VANNAMADA, CHITTUR, PALAKKAD",G,9,9079
"GOVT. HSS, ERUMAYOOR, PALAKKAD",G,9,9080
"GOVT. GIRLS HSS, NEMARA, PALAKKAD",G,9,9081
"GOVT. HSS, OTTAPPALAM, PALAKKAD",G,9,9082
"GOVT. HSS, MARAYAMANGALAM, PALAKKAD",G,9,9083
"GOVT. HSS, CHUNDANPETTAH, PALAKKAD",G,9,9084
"PUTHUR TRIBAL GOVT. HSS, PUTHUR, PALAKKAD",G,9,9085
"GOVT. HSS, KARAKURISSI, PALAKKAD",G,9,9086
"GOVT. HSS, ANAKKARA, PALAKKAD",G,9,9088
"GOVT. HSS, THOLANNUR, KUZHALMANDAM, PALAKKAD",G,9,9089
"GOVT. SM HSS, THATHAMANGALAM, PALAKKAD",G,9,9090
"GOVT. GIRLS HSS, ALATHOOR, PALAKKAD",G,9,9091
"KUMANANELLOOR GOKHALE GOVT. HSS, PALAKKAD",G,9,9092
"SN TRUST HSS, SHORNUR, PALAKKAD",A,9,9093
"TECHNICAL HSS,AYILOOR.P.O,VIA NEMMARA,PALAKKD-6785",T,9,9094
"SKDI ORPHANAGE HSS, VALLAPPUZHA, PALAKKAD",U,9,9095
"HSS KATAMPAZHIPURAM, OTTAPPALAM, PALAKKAD",U,9,9096
"MES ENGLISH MEDIUM HSS, OLAVAKODE, PALAKKAD",U,9,9097
"KARUNA HSS PRABHAPURAM, MANNARGODE P.O, PALAKKAD",U,9,9098
"SRAVANA SAMSARA HSS, WEST YAKKARU, PALAKKAD",U,9,9099
